#    L    TT             EE             BB             TE          
  1932   0.236588E+03   0.111971E+02   0.557654E-01  -0.131569E+02
  1933   0.236279E+03   0.111847E+02   0.557067E-01  -0.132956E+02
  1934   0.235979E+03   0.111714E+02   0.556482E-01  -0.134333E+02
  1935   0.235691E+03   0.111571E+02   0.555900E-01  -0.135700E+02
  1936   0.235412E+03   0.111419E+02   0.555320E-01  -0.137056E+02
  1937   0.235143E+03   0.111258E+02   0.554742E-01  -0.138400E+02
  1938   0.234885E+03   0.111088E+02   0.554167E-01  -0.139732E+02
  1939   0.234636E+03   0.110909E+02   0.553594E-01  -0.141051E+02
  1940   0.234397E+03   0.110721E+02   0.553023E-01  -0.142357E+02
  1941   0.234167E+03   0.110523E+02   0.552455E-01  -0.143649E+02
  1942   0.233947E+03   0.110317E+02   0.551889E-01  -0.144926E+02
  1943   0.233737E+03   0.110102E+02   0.551326E-01  -0.146189E+02
  1944   0.233535E+03   0.109879E+02   0.550764E-01  -0.147436E+02
  1945   0.233342E+03   0.109646E+02   0.550206E-01  -0.148667E+02
  1946   0.233158E+03   0.109405E+02   0.549649E-01  -0.149881E+02
  1947   0.232983E+03   0.109155E+02   0.549095E-01  -0.151078E+02
  1948   0.232816E+03   0.108896E+02   0.548544E-01  -0.152258E+02
  1949   0.232657E+03   0.108629E+02   0.547994E-01  -0.153419E+02
  1950   0.232506E+03   0.108353E+02   0.547447E-01  -0.154562E+02
  1951   0.232364E+03   0.108068E+02   0.546903E-01  -0.155685E+02
  1952   0.232229E+03   0.107775E+02   0.546360E-01  -0.156788E+02
  1953   0.232102E+03   0.107475E+02   0.545820E-01  -0.157872E+02
  1954   0.231982E+03   0.107167E+02   0.545283E-01  -0.158936E+02
  1955   0.231870E+03   0.106850E+02   0.544747E-01  -0.159978E+02
  1956   0.231765E+03   0.106525E+02   0.544214E-01  -0.160999E+02
  1957   0.231666E+03   0.106193E+02   0.543683E-01  -0.162000E+02
  1958   0.231575E+03   0.105854E+02   0.543155E-01  -0.162978E+02
  1959   0.231490E+03   0.105508E+02   0.542628E-01  -0.163934E+02
  1960   0.231412E+03   0.105154E+02   0.542104E-01  -0.164867E+02
  1961   0.231340E+03   0.104793E+02   0.541583E-01  -0.165778E+02
  1962   0.231273E+03   0.104425E+02   0.541063E-01  -0.166665E+02
  1963   0.231213E+03   0.104050E+02   0.540545E-01  -0.167528E+02
  1964   0.231159E+03   0.103668E+02   0.540030E-01  -0.168368E+02
  1965   0.231109E+03   0.103280E+02   0.539517E-01  -0.169183E+02
  1966   0.231066E+03   0.102885E+02   0.539006E-01  -0.169973E+02
  1967   0.231027E+03   0.102483E+02   0.538497E-01  -0.170739E+02
  1968   0.230993E+03   0.102076E+02   0.537991E-01  -0.171480E+02
  1969   0.230964E+03   0.101661E+02   0.537486E-01  -0.172195E+02
  1970   0.230939E+03   0.101242E+02   0.536983E-01  -0.172885E+02
  1971   0.230919E+03   0.100817E+02   0.536483E-01  -0.173549E+02
  1972   0.230903E+03   0.100386E+02   0.535984E-01  -0.174187E+02
  1973   0.230891E+03   0.999488E+01   0.535488E-01  -0.174799E+02
  1974   0.230882E+03   0.995067E+01   0.534993E-01  -0.175384E+02
  1975   0.230878E+03   0.990594E+01   0.534500E-01  -0.175942E+02
  1976   0.230876E+03   0.986074E+01   0.534009E-01  -0.176474E+02
  1977   0.230878E+03   0.981501E+01   0.533520E-01  -0.176978E+02
  1978   0.230882E+03   0.976872E+01   0.533033E-01  -0.177455E+02
  1979   0.230889E+03   0.972210E+01   0.532547E-01  -0.177904E+02
  1980   0.230899E+03   0.967491E+01   0.532064E-01  -0.178325E+02
  1981   0.230911E+03   0.962737E+01   0.531582E-01  -0.178719E+02
  1982   0.230925E+03   0.957940E+01   0.531102E-01  -0.179086E+02
  1983   0.230941E+03   0.953099E+01   0.530623E-01  -0.179425E+02
  1984   0.230959E+03   0.948228E+01   0.530146E-01  -0.179735E+02
  1985   0.230979E+03   0.943319E+01   0.529671E-01  -0.180018E+02
  1986   0.231000E+03   0.938371E+01   0.529197E-01  -0.180273E+02
  1987   0.231022E+03   0.933398E+01   0.528724E-01  -0.180500E+02
  1988   0.231046E+03   0.928391E+01   0.528253E-01  -0.180699E+02
  1989   0.231070E+03   0.923359E+01   0.527784E-01  -0.180870E+02
  1990   0.231095E+03   0.918291E+01   0.527316E-01  -0.181013E+02
  1991   0.231121E+03   0.913203E+01   0.526849E-01  -0.181127E+02
  1992   0.231147E+03   0.908086E+01   0.526384E-01  -0.181213E+02
  1993   0.231172E+03   0.902946E+01   0.525920E-01  -0.181271E+02
  1994   0.231198E+03   0.897790E+01   0.525457E-01  -0.181300E+02
  1995   0.231223E+03   0.892611E+01   0.524996E-01  -0.181301E+02
  1996   0.231248E+03   0.887406E+01   0.524536E-01  -0.181274E+02
  1997   0.231272E+03   0.882190E+01   0.524077E-01  -0.181219E+02
  1998   0.231295E+03   0.876963E+01   0.523619E-01  -0.181136E+02
  1999   0.231317E+03   0.871715E+01   0.523162E-01  -0.181025E+02
  2000   0.231337E+03   0.866455E+01   0.522706E-01  -0.180886E+02
  2001   0.231357E+03   0.861187E+01   0.522251E-01  -0.180718E+02
  2002   0.231375E+03   0.855911E+01   0.521797E-01  -0.180523E+02
  2003   0.231390E+03   0.850627E+01   0.521344E-01  -0.180301E+02
  2004   0.231404E+03   0.845333E+01   0.520892E-01  -0.180051E+02
  2005   0.231417E+03   0.840044E+01   0.520441E-01  -0.179774E+02
  2006   0.231427E+03   0.834743E+01   0.519991E-01  -0.179469E+02
  2007   0.231433E+03   0.829445E+01   0.519542E-01  -0.179138E+02
  2008   0.231438E+03   0.824150E+01   0.519093E-01  -0.178780E+02
  2009   0.231440E+03   0.818855E+01   0.518645E-01  -0.178395E+02
  2010   0.231439E+03   0.813568E+01   0.518198E-01  -0.177983E+02
  2011   0.231435E+03   0.808281E+01   0.517751E-01  -0.177545E+02
  2012   0.231427E+03   0.803000E+01   0.517306E-01  -0.177080E+02
  2013   0.231415E+03   0.797723E+01   0.516860E-01  -0.176590E+02
  2014   0.231400E+03   0.792459E+01   0.516416E-01  -0.176073E+02
  2015   0.231382E+03   0.787205E+01   0.515972E-01  -0.175531E+02
  2016   0.231359E+03   0.781969E+01   0.515528E-01  -0.174964E+02
  2017   0.231333E+03   0.776743E+01   0.515085E-01  -0.174373E+02
  2018   0.231302E+03   0.771532E+01   0.514643E-01  -0.173757E+02
  2019   0.231267E+03   0.766343E+01   0.514201E-01  -0.173117E+02
  2020   0.231228E+03   0.761169E+01   0.513759E-01  -0.172453E+02
  2021   0.231184E+03   0.756024E+01   0.513318E-01  -0.171766E+02
  2022   0.231136E+03   0.750893E+01   0.512877E-01  -0.171056E+02
  2023   0.231083E+03   0.745791E+01   0.512437E-01  -0.170323E+02
  2024   0.231026E+03   0.740713E+01   0.511997E-01  -0.169568E+02
  2025   0.230964E+03   0.735662E+01   0.511557E-01  -0.168790E+02
  2026   0.230896E+03   0.730638E+01   0.511117E-01  -0.167990E+02
  2027   0.230822E+03   0.725643E+01   0.510677E-01  -0.167169E+02
  2028   0.230744E+03   0.720679E+01   0.510238E-01  -0.166326E+02
  2029   0.230660E+03   0.715745E+01   0.509799E-01  -0.165462E+02
  2030   0.230570E+03   0.710845E+01   0.509360E-01  -0.164578E+02
  2031   0.230475E+03   0.705980E+01   0.508921E-01  -0.163673E+02
  2032   0.230374E+03   0.701149E+01   0.508482E-01  -0.162748E+02
  2033   0.230267E+03   0.696356E+01   0.508043E-01  -0.161805E+02
  2034   0.230154E+03   0.691602E+01   0.507604E-01  -0.160842E+02
  2035   0.230035E+03   0.686887E+01   0.507165E-01  -0.159861E+02
  2036   0.229910E+03   0.682213E+01   0.506726E-01  -0.158861E+02
  2037   0.229778E+03   0.677579E+01   0.506287E-01  -0.157843E+02
  2038   0.229641E+03   0.672989E+01   0.505848E-01  -0.156808E+02
  2039   0.229496E+03   0.668442E+01   0.505409E-01  -0.155756E+02
  2040   0.229345E+03   0.663940E+01   0.504970E-01  -0.154687E+02
  2041   0.229187E+03   0.659483E+01   0.504530E-01  -0.153601E+02
  2042   0.229022E+03   0.655073E+01   0.504090E-01  -0.152499E+02
  2043   0.228850E+03   0.650710E+01   0.503650E-01  -0.151382E+02
  2044   0.228672E+03   0.646397E+01   0.503209E-01  -0.150250E+02
  2045   0.228487E+03   0.642134E+01   0.502769E-01  -0.149103E+02
  2046   0.228295E+03   0.637922E+01   0.502327E-01  -0.147941E+02
  2047   0.228095E+03   0.633761E+01   0.501886E-01  -0.146767E+02
  2048   0.227889E+03   0.629655E+01   0.501444E-01  -0.145580E+02
  2049   0.227675E+03   0.625602E+01   0.501001E-01  -0.144380E+02
  2050   0.227455E+03   0.621605E+01   0.500559E-01  -0.143167E+02
  2051   0.227227E+03   0.617663E+01   0.500115E-01  -0.141943E+02
  2052   0.226993E+03   0.613776E+01   0.499671E-01  -0.140707E+02
  2053   0.226750E+03   0.609948E+01   0.499227E-01  -0.139460E+02
  2054   0.226501E+03   0.606176E+01   0.498782E-01  -0.138203E+02
  2055   0.226243E+03   0.602462E+01   0.498336E-01  -0.136935E+02
  2056   0.225979E+03   0.598807E+01   0.497890E-01  -0.135658E+02
  2057   0.225706E+03   0.595212E+01   0.497443E-01  -0.134370E+02
  2058   0.225427E+03   0.591677E+01   0.496995E-01  -0.133075E+02
  2059   0.225140E+03   0.588203E+01   0.496547E-01  -0.131772E+02
  2060   0.224846E+03   0.584790E+01   0.496097E-01  -0.130460E+02
  2061   0.224544E+03   0.581439E+01   0.495648E-01  -0.129141E+02
  2062   0.224235E+03   0.578150E+01   0.495197E-01  -0.127815E+02
  2063   0.223918E+03   0.574924E+01   0.494745E-01  -0.126483E+02
  2064   0.223593E+03   0.571763E+01   0.494293E-01  -0.125146E+02
  2065   0.223262E+03   0.568664E+01   0.493840E-01  -0.123802E+02
  2066   0.222923E+03   0.565631E+01   0.493386E-01  -0.122454E+02
  2067   0.222576E+03   0.562662E+01   0.492931E-01  -0.121101E+02
  2068   0.222223E+03   0.559757E+01   0.492475E-01  -0.119745E+02
  2069   0.221861E+03   0.556918E+01   0.492018E-01  -0.118384E+02
  2070   0.221493E+03   0.554145E+01   0.491561E-01  -0.117021E+02
  2071   0.221118E+03   0.551438E+01   0.491102E-01  -0.115655E+02
  2072   0.220734E+03   0.548797E+01   0.490643E-01  -0.114287E+02
  2073   0.220344E+03   0.546221E+01   0.490182E-01  -0.112918E+02
  2074   0.219947E+03   0.543712E+01   0.489721E-01  -0.111546E+02
  2075   0.219542E+03   0.541271E+01   0.489258E-01  -0.110174E+02
  2076   0.219130E+03   0.538895E+01   0.488795E-01  -0.108802E+02
  2077   0.218711E+03   0.536587E+01   0.488330E-01  -0.107430E+02
  2078   0.218284E+03   0.534345E+01   0.487865E-01  -0.106058E+02
  2079   0.217851E+03   0.532171E+01   0.487398E-01  -0.104687E+02
  2080   0.217411E+03   0.530064E+01   0.486931E-01  -0.103318E+02
  2081   0.216964E+03   0.528024E+01   0.486462E-01  -0.101951E+02
  2082   0.216510E+03   0.526052E+01   0.485993E-01  -0.100586E+02
  2083   0.216050E+03   0.524147E+01   0.485522E-01  -0.992252E+01
  2084   0.215582E+03   0.522310E+01   0.485050E-01  -0.978670E+01
  2085   0.215110E+03   0.520540E+01   0.484578E-01  -0.965130E+01
  2086   0.214629E+03   0.518837E+01   0.484104E-01  -0.951631E+01
  2087   0.214142E+03   0.517200E+01   0.483629E-01  -0.938177E+01
  2088   0.213650E+03   0.515630E+01   0.483153E-01  -0.924773E+01
  2089   0.213151E+03   0.514127E+01   0.482677E-01  -0.911424E+01
  2090   0.212645E+03   0.512691E+01   0.482199E-01  -0.898136E+01
  2091   0.212133E+03   0.511320E+01   0.481720E-01  -0.884904E+01
  2092   0.211615E+03   0.510016E+01   0.481240E-01  -0.871743E+01
  2093   0.211091E+03   0.508776E+01   0.480759E-01  -0.858657E+01
  2094   0.210561E+03   0.507602E+01   0.480277E-01  -0.845637E+01
  2095   0.210025E+03   0.506493E+01   0.479794E-01  -0.832701E+01
  2096   0.209483E+03   0.505448E+01   0.479311E-01  -0.819849E+01
  2097   0.208936E+03   0.504467E+01   0.478826E-01  -0.807080E+01
  2098   0.208382E+03   0.503551E+01   0.478340E-01  -0.794403E+01
  2099   0.207824E+03   0.502697E+01   0.477853E-01  -0.781819E+01
  2100   0.207259E+03   0.501906E+01   0.477365E-01  -0.769333E+01
  2101   0.206689E+03   0.501178E+01   0.476876E-01  -0.756947E+01
  2102   0.206113E+03   0.500511E+01   0.476386E-01  -0.744666E+01
  2103   0.205532E+03   0.499905E+01   0.475895E-01  -0.732492E+01
  2104   0.204946E+03   0.499360E+01   0.475404E-01  -0.720430E+01
  2105   0.204355E+03   0.498876E+01   0.474911E-01  -0.708483E+01
  2106   0.203758E+03   0.498451E+01   0.474417E-01  -0.696652E+01
  2107   0.203156E+03   0.498085E+01   0.473923E-01  -0.684943E+01
  2108   0.202549E+03   0.497777E+01   0.473427E-01  -0.673358E+01
  2109   0.201939E+03   0.497527E+01   0.472930E-01  -0.661901E+01
  2110   0.201323E+03   0.497334E+01   0.472433E-01  -0.650573E+01
  2111   0.200704E+03   0.497198E+01   0.471935E-01  -0.639380E+01
  2112   0.200080E+03   0.497117E+01   0.471435E-01  -0.628324E+01
  2113   0.199452E+03   0.497092E+01   0.470935E-01  -0.617405E+01
  2114   0.198819E+03   0.497120E+01   0.470434E-01  -0.606629E+01
  2115   0.198183E+03   0.497202E+01   0.469932E-01  -0.595996E+01
  2116   0.197543E+03   0.497337E+01   0.469429E-01  -0.585509E+01
  2117   0.196900E+03   0.497524E+01   0.468926E-01  -0.575172E+01
  2118   0.196253E+03   0.497761E+01   0.468421E-01  -0.564986E+01
  2119   0.195603E+03   0.498049E+01   0.467916E-01  -0.554954E+01
  2120   0.194948E+03   0.498386E+01   0.467409E-01  -0.545077E+01
  2121   0.194291E+03   0.498773E+01   0.466902E-01  -0.535359E+01
  2122   0.193631E+03   0.499206E+01   0.466394E-01  -0.525799E+01
  2123   0.192967E+03   0.499687E+01   0.465886E-01  -0.516402E+01
  2124   0.192302E+03   0.500213E+01   0.465376E-01  -0.507169E+01
  2125   0.191633E+03   0.500785E+01   0.464866E-01  -0.498102E+01
  2126   0.190962E+03   0.501401E+01   0.464354E-01  -0.489202E+01
  2127   0.190289E+03   0.502061E+01   0.463842E-01  -0.480473E+01
  2128   0.189613E+03   0.502762E+01   0.463330E-01  -0.471914E+01
  2129   0.188936E+03   0.503505E+01   0.462816E-01  -0.463528E+01
  2130   0.188256E+03   0.504288E+01   0.462302E-01  -0.455317E+01
  2131   0.187574E+03   0.505110E+01   0.461787E-01  -0.447284E+01
  2132   0.186890E+03   0.505971E+01   0.461271E-01  -0.439428E+01
  2133   0.186205E+03   0.506870E+01   0.460755E-01  -0.431752E+01
  2134   0.185518E+03   0.507805E+01   0.460238E-01  -0.424255E+01
  2135   0.184829E+03   0.508776E+01   0.459720E-01  -0.416941E+01
  2136   0.184140E+03   0.509780E+01   0.459202E-01  -0.409809E+01
  2137   0.183449E+03   0.510819E+01   0.458683E-01  -0.402860E+01
  2138   0.182758E+03   0.511890E+01   0.458163E-01  -0.396094E+01
  2139   0.182066E+03   0.512993E+01   0.457643E-01  -0.389515E+01
  2140   0.181373E+03   0.514126E+01   0.457122E-01  -0.383122E+01
  2141   0.180680E+03   0.515289E+01   0.456601E-01  -0.376915E+01
  2142   0.179987E+03   0.516480E+01   0.456079E-01  -0.370895E+01
  2143   0.179293E+03   0.517698E+01   0.455557E-01  -0.365064E+01
  2144   0.178599E+03   0.518944E+01   0.455034E-01  -0.359421E+01
  2145   0.177906E+03   0.520214E+01   0.454510E-01  -0.353967E+01
  2146   0.177211E+03   0.521507E+01   0.453987E-01  -0.348704E+01
  2147   0.176518E+03   0.522824E+01   0.453462E-01  -0.343631E+01
  2148   0.175824E+03   0.524163E+01   0.452938E-01  -0.338748E+01
  2149   0.175131E+03   0.525523E+01   0.452413E-01  -0.334057E+01
  2150   0.174439E+03   0.526902E+01   0.451887E-01  -0.329556E+01
  2151   0.173747E+03   0.528300E+01   0.451362E-01  -0.325246E+01
  2152   0.173056E+03   0.529716E+01   0.450836E-01  -0.321127E+01
  2153   0.172366E+03   0.531147E+01   0.450310E-01  -0.317200E+01
  2154   0.171677E+03   0.532594E+01   0.449783E-01  -0.313464E+01
  2155   0.170990E+03   0.534056E+01   0.449257E-01  -0.309918E+01
  2156   0.170303E+03   0.535530E+01   0.448730E-01  -0.306563E+01
  2157   0.169618E+03   0.537017E+01   0.448203E-01  -0.303397E+01
  2158   0.168934E+03   0.538515E+01   0.447676E-01  -0.300420E+01
  2159   0.168252E+03   0.540023E+01   0.447148E-01  -0.297631E+01
  2160   0.167572E+03   0.541539E+01   0.446621E-01  -0.295031E+01
  2161   0.166893E+03   0.543064E+01   0.446094E-01  -0.292618E+01
  2162   0.166216E+03   0.544595E+01   0.445566E-01  -0.290392E+01
  2163   0.165542E+03   0.546133E+01   0.445039E-01  -0.288351E+01
  2164   0.164869E+03   0.547674E+01   0.444512E-01  -0.286495E+01
  2165   0.164199E+03   0.549218E+01   0.443984E-01  -0.284824E+01
  2166   0.163531E+03   0.550766E+01   0.443457E-01  -0.283335E+01
  2167   0.162866E+03   0.552313E+01   0.442930E-01  -0.282030E+01
  2168   0.162203E+03   0.553862E+01   0.442403E-01  -0.280905E+01
  2169   0.161542E+03   0.555409E+01   0.441876E-01  -0.279959E+01
  2170   0.160885E+03   0.556956E+01   0.441350E-01  -0.279190E+01
  2171   0.160229E+03   0.558499E+01   0.440824E-01  -0.278596E+01
  2172   0.159578E+03   0.560039E+01   0.440297E-01  -0.278176E+01
  2173   0.158929E+03   0.561575E+01   0.439772E-01  -0.277927E+01
  2174   0.158284E+03   0.563106E+01   0.439246E-01  -0.277848E+01
  2175   0.157642E+03   0.564630E+01   0.438721E-01  -0.277937E+01
  2176   0.157004E+03   0.566147E+01   0.438196E-01  -0.278192E+01
  2177   0.156369E+03   0.567657E+01   0.437671E-01  -0.278613E+01
  2178   0.155737E+03   0.569156E+01   0.437147E-01  -0.279197E+01
  2179   0.155110E+03   0.570646E+01   0.436624E-01  -0.279942E+01
  2180   0.154486E+03   0.572124E+01   0.436100E-01  -0.280848E+01
  2181   0.153865E+03   0.573590E+01   0.435577E-01  -0.281913E+01
  2182   0.153249E+03   0.575042E+01   0.435055E-01  -0.283133E+01
  2183   0.152637E+03   0.576481E+01   0.434533E-01  -0.284508E+01
  2184   0.152029E+03   0.577905E+01   0.434012E-01  -0.286035E+01
  2185   0.151424E+03   0.579313E+01   0.433491E-01  -0.287712E+01
  2186   0.150824E+03   0.580704E+01   0.432970E-01  -0.289536E+01
  2187   0.150229E+03   0.582078E+01   0.432450E-01  -0.291504E+01
  2188   0.149638E+03   0.583434E+01   0.431931E-01  -0.293616E+01
  2189   0.149051E+03   0.584771E+01   0.431412E-01  -0.295869E+01
  2190   0.148470E+03   0.586088E+01   0.430894E-01  -0.298260E+01
  2191   0.147892E+03   0.587383E+01   0.430377E-01  -0.300788E+01
  2192   0.147319E+03   0.588657E+01   0.429860E-01  -0.303450E+01
  2193   0.146751E+03   0.589908E+01   0.429344E-01  -0.306244E+01
  2194   0.146187E+03   0.591135E+01   0.428828E-01  -0.309168E+01
  2195   0.145628E+03   0.592338E+01   0.428314E-01  -0.312219E+01
  2196   0.145075E+03   0.593515E+01   0.427799E-01  -0.315396E+01
  2197   0.144526E+03   0.594667E+01   0.427286E-01  -0.318695E+01
  2198   0.143982E+03   0.595792E+01   0.426773E-01  -0.322113E+01
  2199   0.143443E+03   0.596890E+01   0.426261E-01  -0.325648E+01
  2200   0.142909E+03   0.597960E+01   0.425750E-01  -0.329296E+01
  2201   0.142381E+03   0.599002E+01   0.425239E-01  -0.333056E+01
  2202   0.141857E+03   0.600014E+01   0.424730E-01  -0.336923E+01
  2203   0.141339E+03   0.600997E+01   0.424221E-01  -0.340896E+01
  2204   0.140827E+03   0.601949E+01   0.423713E-01  -0.344971E+01
  2205   0.140320E+03   0.602871E+01   0.423205E-01  -0.349146E+01
  2206   0.139817E+03   0.603761E+01   0.422699E-01  -0.353421E+01
  2207   0.139321E+03   0.604619E+01   0.422193E-01  -0.357790E+01
  2208   0.138830E+03   0.605443E+01   0.421689E-01  -0.362252E+01
  2209   0.138344E+03   0.606234E+01   0.421185E-01  -0.366805E+01
  2210   0.137864E+03   0.606990E+01   0.420682E-01  -0.371445E+01
  2211   0.137389E+03   0.607712E+01   0.420180E-01  -0.376169E+01
  2212   0.136920E+03   0.608399E+01   0.419679E-01  -0.380975E+01
  2213   0.136456E+03   0.609050E+01   0.419179E-01  -0.385858E+01
  2214   0.135998E+03   0.609666E+01   0.418680E-01  -0.390818E+01
  2215   0.135545E+03   0.610245E+01   0.418181E-01  -0.395850E+01
  2216   0.135098E+03   0.610788E+01   0.417684E-01  -0.400950E+01
  2217   0.134657E+03   0.611293E+01   0.417188E-01  -0.406118E+01
  2218   0.134222E+03   0.611761E+01   0.416693E-01  -0.411348E+01
  2219   0.133791E+03   0.612192E+01   0.416199E-01  -0.416639E+01
  2220   0.133367E+03   0.612585E+01   0.415706E-01  -0.421987E+01
  2221   0.132948E+03   0.612939E+01   0.415214E-01  -0.427391E+01
  2222   0.132535E+03   0.613255E+01   0.414723E-01  -0.432844E+01
  2223   0.132128E+03   0.613533E+01   0.414233E-01  -0.438347E+01
  2224   0.131726E+03   0.613772E+01   0.413744E-01  -0.443895E+01
  2225   0.131330E+03   0.613971E+01   0.413257E-01  -0.449486E+01
  2226   0.130940E+03   0.614131E+01   0.412770E-01  -0.455117E+01
  2227   0.130555E+03   0.614249E+01   0.412285E-01  -0.460784E+01
  2228   0.130176E+03   0.614328E+01   0.411801E-01  -0.466486E+01
  2229   0.129802E+03   0.614366E+01   0.411318E-01  -0.472219E+01
  2230   0.129434E+03   0.614363E+01   0.410837E-01  -0.477979E+01
  2231   0.129072E+03   0.614319E+01   0.410356E-01  -0.483764E+01
  2232   0.128715E+03   0.614234E+01   0.409877E-01  -0.489571E+01
  2233   0.128363E+03   0.614107E+01   0.409399E-01  -0.495398E+01
  2234   0.128018E+03   0.613941E+01   0.408922E-01  -0.501240E+01
  2235   0.127677E+03   0.613733E+01   0.408447E-01  -0.507095E+01
  2236   0.127343E+03   0.613485E+01   0.407973E-01  -0.512959E+01
  2237   0.127014E+03   0.613196E+01   0.407500E-01  -0.518831E+01
  2238   0.126690E+03   0.612867E+01   0.407029E-01  -0.524707E+01
  2239   0.126371E+03   0.612497E+01   0.406558E-01  -0.530584E+01
  2240   0.126059E+03   0.612087E+01   0.406089E-01  -0.536459E+01
  2241   0.125750E+03   0.611635E+01   0.405622E-01  -0.542331E+01
  2242   0.125448E+03   0.611142E+01   0.405155E-01  -0.548195E+01
  2243   0.125151E+03   0.610609E+01   0.404690E-01  -0.554050E+01
  2244   0.124859E+03   0.610034E+01   0.404227E-01  -0.559892E+01
  2245   0.124573E+03   0.609417E+01   0.403764E-01  -0.565719E+01
  2246   0.124291E+03   0.608760E+01   0.403303E-01  -0.571529E+01
  2247   0.124014E+03   0.608063E+01   0.402844E-01  -0.577318E+01
  2248   0.123743E+03   0.607324E+01   0.402385E-01  -0.583083E+01
  2249   0.123477E+03   0.606545E+01   0.401928E-01  -0.588824E+01
  2250   0.123215E+03   0.605725E+01   0.401473E-01  -0.594536E+01
  2251   0.122959E+03   0.604865E+01   0.401018E-01  -0.600217E+01
  2252   0.122708E+03   0.603965E+01   0.400565E-01  -0.605865E+01
  2253   0.122461E+03   0.603024E+01   0.400114E-01  -0.611476E+01
  2254   0.122219E+03   0.602044E+01   0.399663E-01  -0.617050E+01
  2255   0.121981E+03   0.601022E+01   0.399214E-01  -0.622584E+01
  2256   0.121748E+03   0.599961E+01   0.398766E-01  -0.628075E+01
  2257   0.121520E+03   0.598860E+01   0.398320E-01  -0.633520E+01
  2258   0.121297E+03   0.597718E+01   0.397875E-01  -0.638918E+01
  2259   0.121077E+03   0.596537E+01   0.397431E-01  -0.644267E+01
  2260   0.120863E+03   0.595317E+01   0.396988E-01  -0.649563E+01
  2261   0.120653E+03   0.594058E+01   0.396547E-01  -0.654806E+01
  2262   0.120447E+03   0.592761E+01   0.396107E-01  -0.659993E+01
  2263   0.120245E+03   0.591428E+01   0.395668E-01  -0.665121E+01
  2264   0.120047E+03   0.590057E+01   0.395230E-01  -0.670189E+01
  2265   0.119854E+03   0.588651E+01   0.394794E-01  -0.675195E+01
  2266   0.119665E+03   0.587208E+01   0.394359E-01  -0.680139E+01
  2267   0.119480E+03   0.585730E+01   0.393925E-01  -0.685012E+01
  2268   0.119298E+03   0.584216E+01   0.393492E-01  -0.689819E+01
  2269   0.119120E+03   0.582668E+01   0.393061E-01  -0.694553E+01
  2270   0.118947E+03   0.581087E+01   0.392630E-01  -0.699223E+01
  2271   0.118777E+03   0.579470E+01   0.392201E-01  -0.703816E+01
  2272   0.118611E+03   0.577819E+01   0.391773E-01  -0.708332E+01
  2273   0.118448E+03   0.576136E+01   0.391346E-01  -0.712774E+01
  2274   0.118289E+03   0.574419E+01   0.390921E-01  -0.717136E+01
  2275   0.118133E+03   0.572671E+01   0.390496E-01  -0.721417E+01
  2276   0.117982E+03   0.570891E+01   0.390073E-01  -0.725620E+01
  2277   0.117832E+03   0.569080E+01   0.389650E-01  -0.729739E+01
  2278   0.117687E+03   0.567240E+01   0.389229E-01  -0.733774E+01
  2279   0.117544E+03   0.565370E+01   0.388809E-01  -0.737726E+01
  2280   0.117405E+03   0.563471E+01   0.388390E-01  -0.741590E+01
  2281   0.117269E+03   0.561542E+01   0.387972E-01  -0.745358E+01
  2282   0.117136E+03   0.559586E+01   0.387555E-01  -0.749040E+01
  2283   0.117005E+03   0.557601E+01   0.387139E-01  -0.752636E+01
  2284   0.116877E+03   0.555590E+01   0.386725E-01  -0.756133E+01
  2285   0.116752E+03   0.553551E+01   0.386311E-01  -0.759538E+01
  2286   0.116630E+03   0.551485E+01   0.385898E-01  -0.762846E+01
  2287   0.116511E+03   0.549395E+01   0.385487E-01  -0.766064E+01
  2288   0.116394E+03   0.547279E+01   0.385076E-01  -0.769178E+01
  2289   0.116279E+03   0.545139E+01   0.384666E-01  -0.772197E+01
  2290   0.116167E+03   0.542976E+01   0.384258E-01  -0.775114E+01
  2291   0.116057E+03   0.540790E+01   0.383850E-01  -0.777937E+01
  2292   0.115950E+03   0.538582E+01   0.383444E-01  -0.780660E+01
  2293   0.115844E+03   0.536354E+01   0.383038E-01  -0.783275E+01
  2294   0.115741E+03   0.534106E+01   0.382633E-01  -0.785798E+01
  2295   0.115640E+03   0.531837E+01   0.382230E-01  -0.788207E+01
  2296   0.115540E+03   0.529549E+01   0.381827E-01  -0.790518E+01
  2297   0.115442E+03   0.527242E+01   0.381425E-01  -0.792724E+01
  2298   0.115346E+03   0.524917E+01   0.381024E-01  -0.794833E+01
  2299   0.115252E+03   0.522575E+01   0.380624E-01  -0.796829E+01
  2300   0.115160E+03   0.520215E+01   0.380226E-01  -0.798715E+01
  2301   0.115069E+03   0.517839E+01   0.379828E-01  -0.800504E+01
  2302   0.114979E+03   0.515447E+01   0.379430E-01  -0.802175E+01
  2303   0.114890E+03   0.513039E+01   0.379034E-01  -0.803751E+01
  2304   0.114804E+03   0.510618E+01   0.378639E-01  -0.805209E+01
  2305   0.114718E+03   0.508182E+01   0.378245E-01  -0.806565E+01
  2306   0.114633E+03   0.505733E+01   0.377851E-01  -0.807811E+01
  2307   0.114550E+03   0.503272E+01   0.377459E-01  -0.808948E+01
  2308   0.114467E+03   0.500799E+01   0.377067E-01  -0.809975E+01
